Entity,Code,Year,"Coffee, green | 00000656 || Yield | 005419 || tonnes per hectare"
Africa,,1961,0.4031257
Africa,,1962,0.33955243
Africa,,1963,0.3663293
Africa,,1964,0.41557208
Africa,,1965,0.37271443
Africa,,1966,0.39875823
Africa,,1967,0.35255468
Africa,,1968,0.3962087
Africa,,1969,0.41242352
Africa,,1970,0.423729
Africa,,1971,0.4023762
Africa,,1972,0.41492572
Africa,,1973,0.4256381
Africa,,1974,0.38798138
Africa,,1975,0.41691375
Africa,,1976,0.38244566
Africa,,1977,0.39403573
Africa,,1978,0.33839068
Africa,,1979,0.34893385
Africa,,1980,0.3616424
Africa,,1981,0.39560995
Africa,,1982,0.3619029
Africa,,1983,0.34371
Africa,,1984,0.32910514
Africa,,1985,0.37422577
Africa,,1986,0.40645075
Africa,,1987,0.4020527
Africa,,1988,0.38851365
Africa,,1989,0.41115
Africa,,1990,0.38662446
Africa,,1991,0.40246254
Africa,,1992,0.4274686
Africa,,1993,0.3699221
Africa,,1994,0.44073644
Africa,,1995,0.41319463
Africa,,1996,0.463835
Africa,,1997,0.44553062
Africa,,1998,0.43668744
Africa,,1999,0.4853642
Africa,,2000,0.4971904
Africa,,2001,0.49671292
Africa,,2002,0.54231393
Africa,,2003,0.43171212
Africa,,2004,0.42674944
Africa,,2005,0.4343992
Africa,,2006,0.43969965
Africa,,2007,0.41185167
Africa,,2008,0.44185245
Africa,,2009,0.42463267
Africa,,2010,0.46212158
Africa,,2011,0.5478549
Africa,,2012,0.40961882
Africa,,2013,0.43477347
Africa,,2014,0.42000118
Africa,,2015,0.38661626
Africa,,2016,0.40537697
Africa,,2017,0.47473112
Africa,,2018,0.39621925
Africa,,2019,0.38804603
Africa,,2020,0.40094712
Africa,,2021,0.39946598
Africa (FAO),,1961,0.40309998
Africa (FAO),,1962,0.3396
Africa (FAO),,1963,0.3663
Africa (FAO),,1964,0.4156
Africa (FAO),,1965,0.37269998
Africa (FAO),,1966,0.3988
Africa (FAO),,1967,0.35259998
Africa (FAO),,1968,0.3962
Africa (FAO),,1969,0.41239998
Africa (FAO),,1970,0.42369998
Africa (FAO),,1971,0.4024
Africa (FAO),,1972,0.41489998
Africa (FAO),,1973,0.4256
Africa (FAO),,1974,0.38799998
Africa (FAO),,1975,0.41689998
Africa (FAO),,1976,0.38239998
Africa (FAO),,1977,0.394
Africa (FAO),,1978,0.3384
Africa (FAO),,1979,0.3489
Africa (FAO),,1980,0.36159998
Africa (FAO),,1981,0.3956
Africa (FAO),,1982,0.3619
Africa (FAO),,1983,0.3437
Africa (FAO),,1984,0.32909998
Africa (FAO),,1985,0.3742
Africa (FAO),,1986,0.40649998
Africa (FAO),,1987,0.4021
Africa (FAO),,1988,0.3885
Africa (FAO),,1989,0.4112
Africa (FAO),,1990,0.3866
Africa (FAO),,1991,0.4025
Africa (FAO),,1992,0.42749998
Africa (FAO),,1993,0.3699
Africa (FAO),,1994,0.4407
Africa (FAO),,1995,0.4132
Africa (FAO),,1996,0.46379998
Africa (FAO),,1997,0.4455
Africa (FAO),,1998,0.4367
Africa (FAO),,1999,0.4854
Africa (FAO),,2000,0.49719998
Africa (FAO),,2001,0.4967
Africa (FAO),,2002,0.5423
Africa (FAO),,2003,0.4317
Africa (FAO),,2004,0.4267
Africa (FAO),,2005,0.4344
Africa (FAO),,2006,0.43969998
Africa (FAO),,2007,0.41189998
Africa (FAO),,2008,0.44189999
Africa (FAO),,2009,0.42459998
Africa (FAO),,2010,0.4621
Africa (FAO),,2011,0.54789996
Africa (FAO),,2012,0.4096
Africa (FAO),,2013,0.4348
Africa (FAO),,2014,0.42
Africa (FAO),,2015,0.3866
Africa (FAO),,2016,0.40539998
Africa (FAO),,2017,0.47469997
Africa (FAO),,2018,0.3962
Africa (FAO),,2019,0.38799998
Africa (FAO),,2020,0.40089998
Africa (FAO),,2021,0.39949998
Americas (FAO),,1961,0.47869998
Americas (FAO),,1962,0.4752
Americas (FAO),,1963,0.4053
Americas (FAO),,1964,0.3563
Americas (FAO),,1965,0.5654
Americas (FAO),,1966,0.4258
Americas (FAO),,1967,0.5044
Americas (FAO),,1968,0.4402
Americas (FAO),,1969,0.4922
Americas (FAO),,1970,0.41799998
Americas (FAO),,1971,0.5621
Americas (FAO),,1972,0.5575
Americas (FAO),,1973,0.48009998
Americas (FAO),,1974,0.6094
Americas (FAO),,1975,0.5464
Americas (FAO),,1976,0.4556
Americas (FAO),,1977,0.5229
Americas (FAO),,1978,0.5645
Americas (FAO),,1979,0.56729996
Americas (FAO),,1980,0.5043
Americas (FAO),,1981,0.6666
Americas (FAO),,1982,0.5507
Americas (FAO),,1983,0.6411
Americas (FAO),,1984,0.5944
Americas (FAO),,1985,0.641
Americas (FAO),,1986,0.5193
Americas (FAO),,1987,0.66389996
Americas (FAO),,1988,0.5448
Americas (FAO),,1989,0.5464
Americas (FAO),,1990,0.59889996
Americas (FAO),,1991,0.6145
Americas (FAO),,1992,0.63269997
Americas (FAO),,1993,0.5943
Americas (FAO),,1994,0.5965
Americas (FAO),,1995,0.5997
Americas (FAO),,1996,0.6712
Americas (FAO),,1997,0.6403
Americas (FAO),,1998,0.70849997
Americas (FAO),,1999,0.6706
Americas (FAO),,2000,0.7442
Americas (FAO),,2001,0.71739995
Americas (FAO),,2002,0.8348
Americas (FAO),,2003,0.7169
Americas (FAO),,2004,0.796
Americas (FAO),,2005,0.7387
Americas (FAO),,2006,0.8386
Americas (FAO),,2007,0.7969
Americas (FAO),,2008,0.90389997
Americas (FAO),,2009,0.79289997
Americas (FAO),,2010,0.884
Americas (FAO),,2011,0.875
Americas (FAO),,2012,0.968
Americas (FAO),,2013,0.9399
Americas (FAO),,2014,0.9389
Americas (FAO),,2015,0.94159997
Americas (FAO),,2016,1.0225999
Americas (FAO),,2017,0.9812
Americas (FAO),,2018,1.1435
Americas (FAO),,2019,1.0562
Americas (FAO),,2020,1.1692
Americas (FAO),,2021,0.98889995
Angola,AGO,1961,0.48169997
Angola,AGO,1962,0.37
Angola,AGO,1963,0.3366
Angola,AGO,1964,0.3964
Angola,AGO,1965,0.41
Angola,AGO,1966,0.45139998
Angola,AGO,1967,0.47039998
Angola,AGO,1968,0.396
Angola,AGO,1969,0.42999998
Angola,AGO,1970,0.408
Angola,AGO,1971,0.456
Angola,AGO,1972,0.45
Angola,AGO,1973,0.42
Angola,AGO,1974,0.4495
Angola,AGO,1975,0.5143
Angola,AGO,1976,0.2874
Angola,AGO,1977,0.2853
Angola,AGO,1978,0.1716
Angola,AGO,1979,0.0867
Angola,AGO,1980,0.2163
Angola,AGO,1981,0.13759999
Angola,AGO,1982,0.0967
Angola,AGO,1983,0.0722
Angola,AGO,1984,0.083299994
Angola,AGO,1985,0.0667
Angola,AGO,1986,0.1287
Angola,AGO,1987,0.0916
Angola,AGO,1988,0.1294
Angola,AGO,1989,0.13329999
Angola,AGO,1990,0.083299994
Angola,AGO,1991,0.0909
Angola,AGO,1992,0.099999994
Angola,AGO,1993,0.102699995
Angola,AGO,1994,0.053999998
Angola,AGO,1995,0.082499996
Angola,AGO,1996,0.0806
Angola,AGO,1997,0.1038
Angola,AGO,1998,0.1457
Angola,AGO,1999,0.11
Angola,AGO,2000,0.14199999
Angola,AGO,2001,0.103099994
Angola,AGO,2002,0.11449999
Angola,AGO,2003,0.102
Angola,AGO,2004,0.1165
Angola,AGO,2005,0.2188
Angola,AGO,2006,0.3333
Angola,AGO,2007,0.5263
Angola,AGO,2008,0.19999999
Angola,AGO,2009,0.2652
Angola,AGO,2010,0.3425
Angola,AGO,2011,0.3071
Angola,AGO,2012,0.30699998
Angola,AGO,2013,0.3083
Angola,AGO,2014,0.2875
Angola,AGO,2015,0.2874
Angola,AGO,2016,0.3062
Angola,AGO,2017,0.3224
Angola,AGO,2018,0.3308
Angola,AGO,2019,0.322
Angola,AGO,2020,0.326
Angola,AGO,2021,0.32999998
Asia,,1961,0.53641456
Asia,,1962,0.526999
Asia,,1963,0.5435241
Asia,,1964,0.5891523
Asia,,1965,0.57810324
Asia,,1966,0.5747411
Asia,,1967,0.5945085
Asia,,1968,0.5665917
Asia,,1969,0.6404937
Asia,,1970,0.5980806
Asia,,1971,0.65600646
Asia,,1972,0.5864889
Asia,,1973,0.62953395
Asia,,1974,0.62560976
Asia,,1975,0.6702325
Asia,,1976,0.6238776
Asia,,1977,0.64859724
Asia,,1978,0.71018755
Asia,,1979,0.67924565
Asia,,1980,0.71429956
Asia,,1981,0.6809481
Asia,,1982,0.7029331
Asia,,1983,0.6582279
Asia,,1984,0.59396505
Asia,,1985,0.64632744
Asia,,1986,0.61265725
Asia,,1987,0.6845216
Asia,,1988,0.6092968
Asia,,1989,0.6952618
Asia,,1990,0.63018346
Asia,,1991,0.6511075
Asia,,1992,0.68062985
Asia,,1993,0.6675863
Asia,,1994,0.74016047
Asia,,1995,0.72644764
Asia,,1996,0.7695248
Asia,,1997,0.8147393
Asia,,1998,0.8264172
Asia,,1999,0.863356
Asia,,2000,0.8015684
Asia,,2001,0.81350565
Asia,,2002,0.76302874
Asia,,2003,0.7852081
Asia,,2004,0.8495889
Asia,,2005,0.82810366
Asia,,2006,0.8814314
Asia,,2007,0.9944542
Asia,,2008,0.91953284
Asia,,2009,0.9336351
Asia,,2010,0.94963545
Asia,,2011,0.9815697
Asia,,2012,1.0431067
Asia,,2013,1.0590845
Asia,,2014,1.0761809
Asia,,2015,1.07706
Asia,,2016,1.0855399
Asia,,2017,1.1258296
Asia,,2018,1.1682581
Asia,,2019,1.2038997
Asia,,2020,1.2144006
Asia,,2021,1.251368
Asia (FAO),,1961,0.53639996
Asia (FAO),,1962,0.527
Asia (FAO),,1963,0.5435
Asia (FAO),,1964,0.58919996
Asia (FAO),,1965,0.57809997
Asia (FAO),,1966,0.5747
Asia (FAO),,1967,0.5945
Asia (FAO),,1968,0.56659997
Asia (FAO),,1969,0.6405
Asia (FAO),,1970,0.5981
Asia (FAO),,1971,0.65599996
Asia (FAO),,1972,0.5865
Asia (FAO),,1973,0.6295
Asia (FAO),,1974,0.6256
Asia (FAO),,1975,0.6702
Asia (FAO),,1976,0.6239
Asia (FAO),,1977,0.6486
Asia (FAO),,1978,0.7102
Asia (FAO),,1979,0.6792
Asia (FAO),,1980,0.7143
Asia (FAO),,1981,0.6809
Asia (FAO),,1982,0.7029
Asia (FAO),,1983,0.65819997
Asia (FAO),,1984,0.594
Asia (FAO),,1985,0.64629996
Asia (FAO),,1986,0.6127
Asia (FAO),,1987,0.6845
Asia (FAO),,1988,0.60929996
Asia (FAO),,1989,0.6953
Asia (FAO),,1990,0.63019997
Asia (FAO),,1991,0.6511
Asia (FAO),,1992,0.6806
Asia (FAO),,1993,0.6676
Asia (FAO),,1994,0.7402
Asia (FAO),,1995,0.72639996
Asia (FAO),,1996,0.76949996
Asia (FAO),,1997,0.8147
Asia (FAO),,1998,0.8264
Asia (FAO),,1999,0.8634
Asia (FAO),,2000,0.8016
Asia (FAO),,2001,0.8135
Asia (FAO),,2002,0.76299995
Asia (FAO),,2003,0.7852
Asia (FAO),,2004,0.84959996
Asia (FAO),,2005,0.82809997
Asia (FAO),,2006,0.8814
Asia (FAO),,2007,0.9945
Asia (FAO),,2008,0.9195
Asia (FAO),,2009,0.93359995
Asia (FAO),,2010,0.9496
Asia (FAO),,2011,0.9816
Asia (FAO),,2012,1.0431
Asia (FAO),,2013,1.0591
Asia (FAO),,2014,1.0762
Asia (FAO),,2015,1.0770999
Asia (FAO),,2016,1.0855
Asia (FAO),,2017,1.1258
Asia (FAO),,2018,1.1682999
Asia (FAO),,2019,1.2039
Asia (FAO),,2020,1.2143999
Asia (FAO),,2021,1.2514
Belize,BLZ,1998,2.6571
Belize,BLZ,1999,1.75
Belize,BLZ,2000,4.125
Belize,BLZ,2001,3.2714
Belize,BLZ,2002,3.2429
Belize,BLZ,2003,3.2714
Belize,BLZ,2004,3.3
Belize,BLZ,2005,2.7
Belize,BLZ,2006,2.375
Belize,BLZ,2007,1
Belize,BLZ,2008,2.25
Belize,BLZ,2009,2.0270998
Belize,BLZ,2010,1.8008
Belize,BLZ,2011,1.6428
Belize,BLZ,2012,1.5013
Belize,BLZ,2013,1.3597
Belize,BLZ,2014,1.2968
Belize,BLZ,2015,1.1934
Belize,BLZ,2016,1.2846999
Belize,BLZ,2017,1.2313
Belize,BLZ,2018,1.2591
Belize,BLZ,2019,1.2396
Belize,BLZ,2020,1.2432
Belize,BLZ,2021,1.2472999
Benin,BEN,1961,0.41799998
Benin,BEN,1962,0.346
Benin,BEN,1963,0.2004
Benin,BEN,1964,0.213
Benin,BEN,1965,0.17819999
Benin,BEN,1966,0.2082
Benin,BEN,1967,0.2172
Benin,BEN,1968,0.102199994
Benin,BEN,1969,0.4536
Benin,BEN,1970,0.38799998
Benin,BEN,1971,0.44579998
Benin,BEN,1972,0.454
Benin,BEN,1973,0.26819998
Benin,BEN,1974,0.322
Benin,BEN,1975,0.39749998
Benin,BEN,1976,0.39929998
Benin,BEN,1977,0.4067
Benin,BEN,1978,0.37
Benin,BEN,1979,0.31
Benin,BEN,1980,0.32099998
Benin,BEN,1981,0.39
Benin,BEN,1982,0.3258
Benin,BEN,1983,0.3333
Benin,BEN,1984,0.59999996
Benin,BEN,1985,0.2333
Benin,BEN,1986,0.3667
Benin,BEN,1987,0.38
Benin,BEN,1988,0.53999996
Benin,BEN,1989,0.2667
Benin,BEN,1990,0.12
Benin,BEN,1991,0.1681
Benin,BEN,1992,0.1768
Benin,BEN,1993,0.19999999
Benin,BEN,1994,0.19999999
Benin,BEN,1995,0.18879999
Benin,BEN,1996,0.1873
Benin,BEN,1997,0.188
Benin,BEN,1998,0.18879999
Benin,BEN,1999,0.18959999
Benin,BEN,2000,0.19039999
Benin,BEN,2001,0.19999999
Benin,BEN,2002,0.19999999
Benin,BEN,2003,0.19999999
Benin,BEN,2004,0.19489999
Benin,BEN,2005,0.1942
Benin,BEN,2006,0.1926
Benin,BEN,2007,0.1917
Benin,BEN,2008,0.18879999
Benin,BEN,2009,0.18949999
Benin,BEN,2010,0.1818
Benin,BEN,2011,0.19119999
Benin,BEN,2012,0.1943
Benin,BEN,2013,0.1972
Benin,BEN,2014,0.19479999
Benin,BEN,2015,0.1929
Benin,BEN,2016,0.1952
Benin,BEN,2017,0.1944
Benin,BEN,2018,0.1942
Benin,BEN,2019,0.1946
Benin,BEN,2020,0.1944
Benin,BEN,2021,0.1944
Bolivia,BOL,1961,0.7333
Bolivia,BOL,1962,0.7333
Bolivia,BOL,1963,0.69
Bolivia,BOL,1964,0.69
Bolivia,BOL,1965,0.69009995
Bolivia,BOL,1966,0.6644
Bolivia,BOL,1967,0.7873
Bolivia,BOL,1968,0.791
Bolivia,BOL,1969,0.83129996
Bolivia,BOL,1970,0.8358
Bolivia,BOL,1971,0.8412
Bolivia,BOL,1972,0.8436
Bolivia,BOL,1973,0.8323
Bolivia,BOL,1974,0.8305
Bolivia,BOL,1975,0.8613
Bolivia,BOL,1976,0.7118
Bolivia,BOL,1977,0.7132
Bolivia,BOL,1978,0.6881
Bolivia,BOL,1979,0.70419997
Bolivia,BOL,1980,0.8983
Bolivia,BOL,1981,0.90739995
Bolivia,BOL,1982,0.89949995
Bolivia,BOL,1983,0.8989
Bolivia,BOL,1984,0.85029995
Bolivia,BOL,1985,0.84239995
Bolivia,BOL,1986,0.8434
Bolivia,BOL,1987,0.9
Bolivia,BOL,1988,0.8797
Bolivia,BOL,1989,0.884
Bolivia,BOL,1990,0.885
Bolivia,BOL,1991,0.6369
Bolivia,BOL,1992,0.6857
Bolivia,BOL,1993,0.56909996
Bolivia,BOL,1994,0.8196
Bolivia,BOL,1995,0.8638
Bolivia,BOL,1996,0.9331
Bolivia,BOL,1997,0.9546
Bolivia,BOL,1998,0.9547
Bolivia,BOL,1999,1.1094999
Bolivia,BOL,2000,1.1349
Bolivia,BOL,2001,0.9755
Bolivia,BOL,2002,0.9866
Bolivia,BOL,2003,0.98719996
Bolivia,BOL,2004,0.97679996
Bolivia,BOL,2005,0.9788
Bolivia,BOL,2006,0.98889995
Bolivia,BOL,2007,1.0519999
Bolivia,BOL,2008,1.0601
Bolivia,BOL,2009,1.0719
Bolivia,BOL,2010,0.93109995
Bolivia,BOL,2011,0.93219995
Bolivia,BOL,2012,0.9005
Bolivia,BOL,2013,0.97239995
Bolivia,BOL,2014,0.89659995
Bolivia,BOL,2015,0.9098
Bolivia,BOL,2016,0.9194
Bolivia,BOL,2017,0.89849997
Bolivia,BOL,2018,0.8994
Bolivia,BOL,2019,0.97419995
Bolivia,BOL,2020,0.9159
Bolivia,BOL,2021,0.91789997
Brazil,BRA,1961,0.50839996
Brazil,BRA,1962,0.4908
Brazil,BRA,1963,0.38509998
Brazil,BRA,1964,0.2819
Brazil,BRA,1965,0.6534
Brazil,BRA,1966,0.39339998
Brazil,BRA,1967,0.53999996
Brazil,BRA,1968,0.4033
Brazil,BRA,1969,0.4992
Brazil,BRA,1970,0.3141
Brazil,BRA,1971,0.6491
Brazil,BRA,1972,0.6602
Brazil,BRA,1973,0.4197
Brazil,BRA,1974,0.7496
Brazil,BRA,1975,0.5739
Brazil,BRA,1976,0.3354
Brazil,BRA,1977,0.5024
Brazil,BRA,1978,0.5805
Brazil,BRA,1979,0.5539
Brazil,BRA,1980,0.43609998
Brazil,BRA,1981,0.77629995
Brazil,BRA,1982,0.5054
Brazil,BRA,1983,0.7125
Brazil,BRA,1984,0.5669
Brazil,BRA,1985,0.75409997
Brazil,BRA,1986,0.4019
Brazil,BRA,1987,0.766
Brazil,BRA,1988,0.4567
Brazil,BRA,1989,0.5038
Brazil,BRA,1990,0.5036
Brazil,BRA,1991,0.5502
Brazil,BRA,1992,0.5177
Brazil,BRA,1993,0.566
Brazil,BRA,1994,0.6232
Brazil,BRA,1995,0.4974
Brazil,BRA,1996,0.713
Brazil,BRA,1997,0.6179
Brazil,BRA,1998,0.816
Brazil,BRA,1999,0.7341
Brazil,BRA,2000,0.8393
Brazil,BRA,2001,0.77889997
Brazil,BRA,2002,1.1011
Brazil,BRA,2003,0.82949996
Brazil,BRA,2004,1.0411999
Brazil,BRA,2005,0.9201
Brazil,BRA,2006,1.1129999
Brazil,BRA,2007,0.99329996
Brazil,BRA,2008,1.2586
Brazil,BRA,2009,1.1425999
Brazil,BRA,2010,1.3461
Brazil,BRA,2011,1.2567999
Brazil,BRA,2012,1.4326999
Brazil,BRA,2013,1.4215
Brazil,BRA,2014,1.4036
Brazil,BRA,2015,1.3386999
Brazil,BRA,2016,1.5148
Brazil,BRA,2017,1.4893999
Brazil,BRA,2018,1.9059999
Brazil,BRA,2019,1.65
Brazil,BRA,2020,1.9492999
Brazil,BRA,2021,1.6299
Burundi,BDI,1961,0.77779996
Burundi,BDI,1962,0.8667
Burundi,BDI,1963,0.2687
Burundi,BDI,1964,0.72029996
Burundi,BDI,1965,0.47399998
Burundi,BDI,1966,0.5211
Burundi,BDI,1967,0.66719997
Burundi,BDI,1968,0.5703
Burundi,BDI,1969,0.5018
Burundi,BDI,1970,0.73749995
Burundi,BDI,1971,0.8034
Burundi,BDI,1972,0.6222
Burundi,BDI,1973,0.7132
Burundi,BDI,1974,0.93799996
Burundi,BDI,1975,0.56409997
Burundi,BDI,1976,0.6493
Burundi,BDI,1977,0.5161
Burundi,BDI,1978,0.6904
Burundi,BDI,1979,0.79219997
Burundi,BDI,1980,0.62979996
Burundi,BDI,1981,0.79679996
Burundi,BDI,1982,0.5947
Burundi,BDI,1983,1.1597999
Burundi,BDI,1984,0.83089995
Burundi,BDI,1985,1.0153999
Burundi,BDI,1986,0.82339996
Burundi,BDI,1987,0.95739996
Burundi,BDI,1988,0.92759997
Burundi,BDI,1989,0.80509996
Burundi,BDI,1990,0.77419996
Burundi,BDI,1991,0.9001
Burundi,BDI,1992,0.93039995
Burundi,BDI,1993,0.8211
Burundi,BDI,1994,0.9385
Burundi,BDI,1995,0.729
Burundi,BDI,1996,0.79039997
Burundi,BDI,1997,0.6893
Burundi,BDI,1998,0.6049
Burundi,BDI,1999,0.91029996
Burundi,BDI,2000,1.0877
Burundi,BDI,2001,1.092
Burundi,BDI,2002,0.9589
Burundi,BDI,2003,0.9644
Burundi,BDI,2004,0.97389996
Burundi,BDI,2005,0.9413
Burundi,BDI,2006,0.9769
Burundi,BDI,2007,1.0655
Burundi,BDI,2008,0.9303
Burundi,BDI,2009,0.7891
Burundi,BDI,2010,0.8268
Burundi,BDI,2011,0.9
Burundi,BDI,2012,0.8738
Burundi,BDI,2013,0.8662
Burundi,BDI,2014,0.8951
Burundi,BDI,2015,0.9199
Burundi,BDI,2016,0.93539995
Burundi,BDI,2017,0.9903
Burundi,BDI,2018,0.9798
Burundi,BDI,2019,0.91899997
Burundi,BDI,2020,0.91209996
Burundi,BDI,2021,0.9115
Cambodia,KHM,1961,1.1999999
Cambodia,KHM,1962,1.25
Cambodia,KHM,1963,1.25
Cambodia,KHM,1964,0.875
Cambodia,KHM,1965,0.9091
Cambodia,KHM,1966,1.0667
Cambodia,KHM,1967,1.0825
Cambodia,KHM,1968,1.1745
Cambodia,KHM,1969,1.5862
Cambodia,KHM,1970,1.3636
Cambodia,KHM,1971,1.3636
Cambodia,KHM,1972,1.0805
Cambodia,KHM,1973,0.3407
Cambodia,KHM,1974,0.3125
Cambodia,KHM,1975,0.3333
Cambodia,KHM,1976,0.3103
Cambodia,KHM,1977,0.30359998
Cambodia,KHM,1978,0.29999998
Cambodia,KHM,1979,0.2941
Cambodia,KHM,1980,0.38889998
Cambodia,KHM,1981,0.42499998
Cambodia,KHM,1982,0.4118
Cambodia,KHM,1983,0.44439998
Cambodia,KHM,1984,0.48909998
Cambodia,KHM,1985,0.5376
Cambodia,KHM,1986,0.59999996
Cambodia,KHM,1987,0.63409996
Cambodia,KHM,1988,0.6667
Cambodia,KHM,1989,0.7143
Cambodia,KHM,1990,0.724
Cambodia,KHM,1991,0.79069996
Cambodia,KHM,1992,0.8182
Cambodia,KHM,1993,0.7923
Cambodia,KHM,1994,0.74509996
Cambodia,KHM,1995,0.78429997
Cambodia,KHM,1996,0.8333
Cambodia,KHM,1997,0.79999995
Cambodia,KHM,1998,0.8056
Cambodia,KHM,1999,0.82189995
Cambodia,KHM,2000,0.82189995
Cambodia,KHM,2001,0.82189995
Cambodia,KHM,2002,0.8113
Cambodia,KHM,2003,0.81149995
Cambodia,KHM,2004,0.81579995
Cambodia,KHM,2005,0.7989
Cambodia,KHM,2006,0.75
Cambodia,KHM,2007,0.7805
Cambodia,KHM,2008,0.8049
Cambodia,KHM,2009,0.8333
Cambodia,KHM,2010,0.8149
Cambodia,KHM,2011,0.80079997
Cambodia,KHM,2012,0.7991
Cambodia,KHM,2013,0.79829997
Cambodia,KHM,2014,0.8012
Cambodia,KHM,2015,0.802
Cambodia,KHM,2016,0.76299995
Cambodia,KHM,2017,0.7795
Cambodia,KHM,2018,0.7959
Cambodia,KHM,2019,0.7949
Cambodia,KHM,2020,0.7707
Cambodia,KHM,2021,0.78709996
Cameroon,CMR,1961,0.447
Cameroon,CMR,1962,0.45
Cameroon,CMR,1963,0.35729998
Cameroon,CMR,1964,0.394
Cameroon,CMR,1965,0.4631
Cameroon,CMR,1966,0.3956
Cameroon,CMR,1967,0.3883
Cameroon,CMR,1968,0.38
Cameroon,CMR,1969,0.3805
Cameroon,CMR,1970,0.4227
Cameroon,CMR,1971,0.3293
Cameroon,CMR,1972,0.341
Cameroon,CMR,1973,0.329
Cameroon,CMR,1974,0.3275
Cameroon,CMR,1975,0.2983
Cameroon,CMR,1976,0.2296
Cameroon,CMR,1977,0.2285
Cameroon,CMR,1978,0.3048
Cameroon,CMR,1979,0.28239998
Cameroon,CMR,1980,0.3014
Cameroon,CMR,1981,0.2987
Cameroon,CMR,1982,0.3423
Cameroon,CMR,1983,0.1906
Cameroon,CMR,1984,0.4084
Cameroon,CMR,1985,0.2933
Cameroon,CMR,1986,0.3771
Cameroon,CMR,1987,0.258
Cameroon,CMR,1988,0.3852
Cameroon,CMR,1989,0.3857
Cameroon,CMR,1990,0.48189998
Cameroon,CMR,1991,0.39679998
Cameroon,CMR,1992,0.31399998
Cameroon,CMR,1993,0.2534
Cameroon,CMR,1994,0.295
Cameroon,CMR,1995,0.3204
Cameroon,CMR,1996,0.3856
Cameroon,CMR,1997,0.212
Cameroon,CMR,1998,0.2768
Cameroon,CMR,1999,0.2881
Cameroon,CMR,2000,0.29299998
Cameroon,CMR,2001,0.29999998
Cameroon,CMR,2002,0.2929
Cameroon,CMR,2003,0.29999998
Cameroon,CMR,2004,0.31759998
Cameroon,CMR,2005,0.3279
Cameroon,CMR,2006,0.31149998
Cameroon,CMR,2007,0.3186
Cameroon,CMR,2008,0.3168
Cameroon,CMR,2009,0.3105
Cameroon,CMR,2010,0.31059998
Cameroon,CMR,2011,0.3123
Cameroon,CMR,2012,0.3134
Cameroon,CMR,2013,0.3139
Cameroon,CMR,2014,0.311
Cameroon,CMR,2015,0.3107
Cameroon,CMR,2016,0.31039998
Cameroon,CMR,2017,0.3107
Cameroon,CMR,2018,0.31059998
Cameroon,CMR,2019,0.31059998
Cameroon,CMR,2020,0.31059998
Cameroon,CMR,2021,0.31059998
Cape Verde,CPV,1961,0.52
Cape Verde,CPV,1962,0.22
Cape Verde,CPV,1963,0.39999998
Cape Verde,CPV,1964,0.39
Cape Verde,CPV,1965,0.45
Cape Verde,CPV,1966,0.44169998
Cape Verde,CPV,1967,0.4481
Cape Verde,CPV,1968,0.4556
Cape Verde,CPV,1969,0.6267
Cape Verde,CPV,1970,0.5182
Cape Verde,CPV,1971,0.6167
Cape Verde,CPV,1972,0.4222
Cape Verde,CPV,1973,0.44439998
Cape Verde,CPV,1974,0.8875
Cape Verde,CPV,1975,1.03
Cape Verde,CPV,1976,1.12
Cape Verde,CPV,1977,0.53
Cape Verde,CPV,1978,0.5
Cape Verde,CPV,1979,0.75
Cape Verde,CPV,1980,0.25
Cape Verde,CPV,1981,0.5
Cape Verde,CPV,1982,0.25
Cape Verde,CPV,1983,0.25
Cape Verde,CPV,1984,0.25
Cape Verde,CPV,1985,0.16669999
Cape Verde,CPV,1986,0.2444
Cape Verde,CPV,1987,0.1889
Cape Verde,CPV,1988,0.2778
Cape Verde,CPV,1989,0.5556
Cape Verde,CPV,1990,0.2778
Cape Verde,CPV,1991,0.0556
Cape Verde,CPV,2011,0.19489999
Cape Verde,CPV,2012,0.2095
Cape Verde,CPV,2013,0.2067
Cape Verde,CPV,2014,0.2043
Cape Verde,CPV,2015,0.21159999
Cape Verde,CPV,2016,0.21499999
Cape Verde,CPV,2017,0.21769999
Cape Verde,CPV,2018,0.2232
Cape Verde,CPV,2019,0.2214
Cape Verde,CPV,2020,0.22479999
Cape Verde,CPV,2021,0.22829999
Caribbean (FAO),,1961,0.2968
Caribbean (FAO),,1962,0.32569999
Caribbean (FAO),,1963,0.29729998
Caribbean (FAO),,1964,0.3099
Caribbean (FAO),,1965,0.2738
Caribbean (FAO),,1966,0.2765
Caribbean (FAO),,1967,0.2809
Caribbean (FAO),,1968,0.2726
Caribbean (FAO),,1969,0.27089998
Caribbean (FAO),,1970,0.2926
Caribbean (FAO),,1971,0.2891
Caribbean (FAO),,1972,0.2868
Caribbean (FAO),,1973,0.28869998
Caribbean (FAO),,1974,0.2803
Caribbean (FAO),,1975,0.2898
Caribbean (FAO),,1976,0.2814
Caribbean (FAO),,1977,0.3171
Caribbean (FAO),,1978,0.26839998
Caribbean (FAO),,1979,0.31849998
Caribbean (FAO),,1980,0.3085
Caribbean (FAO),,1981,0.30359998
Caribbean (FAO),,1982,0.3409
Caribbean (FAO),,1983,0.33519998
Caribbean (FAO),,1984,0.3347
Caribbean (FAO),,1985,0.3539
